ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta(sig_up.down)	subtelomeric	category
YDL215C	423	1.14E-05	0.00015121	0.044224831	0.010078064	7.199917908	0.176788629	0.000841871	0.04459829	0.008691582	0.04459829	GDH2	GDH2	YDL215C	nitrogen compound metabolism || glutamate dehydrogenase activity || YDL215C || 1081443	-8.75	0	0.46	down	NA	yes	0	4.92E-06	2.28	0.85	1	NA	up	no	ESR_up
YMR303C	4756	0.65932789	0.775753248	-0.006572035	0.014907938	4.183278791	0.123585386	0.020018077	0.079412685	0.014447493	0.079412685	ADH2	ADH2	YMR303C	fermentation* || alcohol dehydrogenase activity || YMR303C || 1082278	-8.74	0	0.05	down	NA	NA	0.228	0.182	0.98	2.67	1	NA	NA	no	NA
YGR087C	29	1.60E-17	3.08E-15	0.086981907	0.010209223	3.844376345	0.47743438	0.028516716	0.007061646	0.018113886	0.018113886	PDC6	PDC6	YGR087C	ethanol metabolism || pyruvate decarboxylase activity || YGR087C || 1086317	-8.69	0	0.14	down	NA	NA	0.0337	0.0226	3.22	1.62	1	NA	up	no	ESR_up
YDL169C	5048	0.778956646	0.863672811	0.003215182	0.011455014	3.628692859	0.118771714	0.032822527	0.025882719	0.021170233	0.025882719	UGX2	UGX2	YDL169C	biological process unknown || molecular function unknown || YDL169C || 1082654	-8.64	0	0.54	down	NA	yes	0	2.88E-07	2.45	0.81	1	NA	NA	no	ESR_up
YLR178C	238	2.00E-07	4.71E-06	0.060839141	0.011701867	5.397623193	0.295530303	0.005241997	0.056020676	0.008263439	0.056020676	TFS1	TFS1	YLR178C	regulation of proteolysis and peptidolysis || lipid binding* || YLR178C || 1083918	-8.61	0	0.71	down	up	yes	0	1.13E-10	2.25	0.74	0.997	NA	up	no	ccore_ESR_up
YLR178C	238	2.00E-07	4.71E-06	0.060839141	0.011701867	5.397623193	0.295530303	0.005241997	0.056020676	0.008263439	0.056020676	TFS1	TFS1	YLR178C	regulation of proteolysis and peptidolysis || lipid binding* || YLR178C || 1083918	-8.61	0	0.71	down	up	yes	0	1.13E-10	2.25	0.74	0.997	NA	up	no	ESR_up
YPR030W	12	4.36E-23	2.03E-20	0.087101926	0.008802228	4.868679609	0.4870851	0.00957711	0.025086264	0.009775684	0.025086264	CSR2	CSR2	YPR030W	cell wall organization and biogenesis* || molecular function unknown || YPR030W || 1086861	-8.59	0	0.37	down	NA	NA	0.00014	7.62E-05	1.04	1.04	1	NA	up	no	ESR_up
YNL202W	808	0.000441764	0.003066293	0.056476851	0.016072921	3.248741544	0.349563785	0.045723729	0.069854298	0.028382684	0.069854298	SPS19	SPS19	YNL202W	"sporulation (sensu Fungi)* || 2,4-dienoyl-CoA reductase (NADPH) activity || YNL202W || 1084433"	-8.58	0	0.32	down	NA	NA	0.00044	0.000326	1.63	0.93	1	NA	up	no	ESR_up
YOR338W	1577	0.009381521	0.033296369	0.053191169	0.020475239	3.977644358	0.376037888	0.024882689	0.162678768	0.01652387	0.162678768	YOR338W	YOR338W	YOR338W	biological process unknown || molecular function unknown || YOR338W || 1084854	-8.42	0	0.77	down	NA	yes	0	1.91E-12	2.08	0.7	0.994	NA	up	no	ESR_up
YDL214C	1042	0.001635284	0.008780379	0.039913677	0.012672864	3.299659699	0.223171426	0.044594956	0.017414283	0.027256441	0.027256441	PRR2	PRR2	YDL214C	MAPKKK cascade || receptor signaling protein serine/threonine kinase activity || YDL214C || 1086704	-8.37	0	0.28	down	NA	NA	0.00118	0.000841	1.61	1.01	1	NA	up	no	ESR_up
YDR258C	474	1.99E-05	0.000235475	0.040005003	0.00937865	6.449327583	0.265922568	0.001663246	0.037688709	0.008082142	0.037688709	HSP78	HSP78	YDR258C	response to stress* || ATPase activity* || YDR258C || 1084111	-8.36	0	0.74	down	up	yes	0	1.91E-11	1.63	0.68	0.991	NA	up	no	ccore_ESR_up
YDR258C	474	1.99E-05	0.000235475	0.040005003	0.00937865	6.449327583	0.265922568	0.001663246	0.037688709	0.008082142	0.037688709	HSP78	HSP78	YDR258C	response to stress* || ATPase activity* || YDR258C || 1084111	-8.36	0	0.74	down	up	yes	0	1.91E-11	1.63	0.68	0.991	NA	up	no	ESR_up
YIR016W	2430	0.05785198	0.133250012	0.028108628	0.014818833	4.590636327	0.120867673	0.011446746	0.086798978	0.01130911	0.086798978	YIR016W	YIR016W	YIR016W	biological process unknown || molecular function unknown || YIR016W || 1085070	-8.29	0	0.48	down	NA	yes	0	2.57E-06	1.57	0.85	1	NA	NA	no	ESR_up
YDR379C-A	1514	0.007853692	0.029033761	0.056396044	0.021215112	2.348710706	0.439079774	0.140754167	0.052510508	0.060607268	0.060607268	YDR379C-A	YDR379C-A	YDR379C-A	biological process unknown || molecular function unknown || YDR379C-A || 1085534	-8.27	0	0.72	down	NA	yes	0	6.15E-11	2.22	0.68	0.992	NA	up	no	ESR_up
YGR142W	6	1.94E-29	1.81E-26	0.112000737	0.009941855	5.309797006	1.181239668	0.008351372	0.035868803	0.008429076	0.035868803	BTN2	BTN2	YGR142W	intracellular protein transport* || molecular function unknown || YGR142W || 1082612	-8.25	0	0.55	down	NA	yes	0	2.09E-07	1.98	0.73	0.997	NA	up	no	ESR_up
YJR008W	5368	0.90725227	0.945845017	0.001511035	0.012969696	5.236497538	0.124232469	0.00586013	0.069396576	0.008583971	0.069396576	YJR008W	YJR008W	YJR008W	biological process unknown || molecular function unknown || YJR008W || 1082730	-8.22	0	0.78	down	up	yes	0	8.10E-13	2.28	0.67	0.99	NA	NA	no	ccore_ESR_up
YJR008W	5368	0.90725227	0.945845017	0.001511035	0.012969696	5.236497538	0.124232469	0.00586013	0.069396576	0.008583971	0.069396576	YJR008W	YJR008W	YJR008W	biological process unknown || molecular function unknown || YJR008W || 1082730	-8.22	0	0.78	down	up	yes	0	8.10E-13	2.28	0.67	0.99	NA	NA	no	ESR_up
YHR138C	125	9.68E-10	4.33E-08	0.068304758	0.011170684	4.753849185	0.387114402	0.011388194	0.044438923	0.01034455	0.044438923	YHR138C	NA	YHR138C	"vacuole fusion, non-autophagic || endopeptidase inhibitor activity || YHR138C || 1084307"	-8.21	0	0.64	down	up	yes	0	3.77E-09	2.75	0.71	0.995	NA	down	no	ccore_ESR_up
YHR138C	125	9.68E-10	4.33E-08	0.068304758	0.011170684	4.753849185	0.387114402	0.011388194	0.044438923	0.01034455	0.044438923	YHR138C	NA	YHR138C	"vacuole fusion, non-autophagic || endopeptidase inhibitor activity || YHR138C || 1084307"	-8.21	0	0.64	down	up	yes	0	3.77E-09	2.75	0.71	0.995	NA	down	no	ESR_up
YDR342C	207	7.02E-08	1.90E-06	0.142463433	0.026428409	6.768634602	2.042144184	0.011484816	0.300999108	0.008329323	0.300999108	HXT7	HXT7	YDR342C	hexose transport || glucose transporter activity* || YDR342C || 1083741	-8.13	0	0.2	down	NA	NA	0.00856	0.00573	-1.1	1.29	1	NA	up	no	ESR_up
YGR070W	515	3.01E-05	0.00032669	0.047679564	0.011425695	5.402301761	0.190926172	0.00484514	0.053559975	0.008255689	0.053559975	ROM1	ROM1	YGR070W	cell wall organization and biogenesis* || signal transducer activity* || YGR070W || 1084320	-8.12	0	0.71	down	NA	yes	0	1.29E-10	2.32	0.64	0.982	NA	up	no	ESR_up
YLL067C	5068	0.787813927	0.87004628	-0.004102454	0.015242234	4.701705111	0.130670895	0.064587077	0.039352967	0.010633136	0.039352967	YLL067C	YLL067C	YLL067C	biological process unknown || helicase activity || YLL067C || 1085059	-8.11	0	0.63	down	NA	yes	0	7.59E-09	2.07	0.68	0.992	NA	NA	TEL	TELO
YNL237W	882	0.000705709	0.004478291	0.038823356	0.011461271	4.31898979	0.197078443	0.014740414	0.044028983	0.013290374	0.044028983	YTP1	YTP1	YNL237W	biological process unknown || molecular function unknown || YNL237W || 1081587	-8.07	0	0.57	down	NA	yes	0	8.73E-08	1.64	0.71	0.995	NA	up	no	ESR_up
YJL144W	214	9.19E-08	2.40E-06	0.113517449	0.021249675	2.729480629	1.19424479	0.158408588	-0.028712323	0.04360948	0.04360948	YJL144W	YJL144W	YJL144W	response to dessication || molecular function unknown || YJL144W || 1085931	-8.03	1.00E-05	0.74	down	up	NA	0	2.41E-11	2.99	0.63	0.978	NA	up	no	ccore_ESR_up
YJL144W	214	9.19E-08	2.40E-06	0.113517449	0.021249675	2.729480629	1.19424479	0.158408588	-0.028712323	0.04360948	0.04360948	YJL144W	YJL144W	YJL144W	response to dessication || molecular function unknown || YJL144W || 1085931	-8.03	1.00E-05	0.74	down	up	NA	0	2.41E-11	2.99	0.63	0.978	NA	up	no	ESR_up
YLR149C	858	0.000619598	0.00404393	0.064661607	0.018890956	5.273477103	0.653510156	0.007991896	0.151667134	0.008503773	0.151667134	YLR149C	YLR149C	YLR149C	biological process unknown || molecular function unknown || YLR149C || 1081365	-7.95	1.00E-05	0.68	down	up	NA	0	7.53E-10	2.19	0.7	0.994	NA	up	no	ccore_ESR_up
YLR149C	858	0.000619598	0.00404393	0.064661607	0.018890956	5.273477103	0.653510156	0.007991896	0.151667134	0.008503773	0.151667134	YLR149C	YLR149C	YLR149C	biological process unknown || molecular function unknown || YLR149C || 1081365	-7.95	1.00E-05	0.68	down	up	NA	0	7.53E-10	2.19	0.7	0.994	NA	up	no	ESR_up
YIL155C	276	7.03E-07	1.42E-05	0.050598105	0.010199952	6.664615173	0.255536261	0.001464369	0.045081576	0.00826233	0.045081576	GUT2	GUT2	YIL155C	carbohydrate metabolism* || glycerol-3-phosphate dehydrogenase activity || YIL155C || 1084864	-7.88	1.00E-05	0.26	down	NA	NA	0.00236	0.00162	1.08	1.08	1	NA	up	no	ESR_up
YER103W	2	6.53E-42	1.83E-38	0.101390315	0.007474831	5.62360211	0.936880957	0.005332654	0.019664372	0.008018378	0.019664372	SSA4	SSA4	YER103W	response to stress* || unfolded protein binding || YER103W || 1084435	-7.84	1.00E-05	0.63	down	up	NA	0	6.17E-09	2.13	0.68	0.991	NA	up	no	ccore_ESR_up
YER103W	2	6.53E-42	1.83E-38	0.101390315	0.007474831	5.62360211	0.936880957	0.005332654	0.019664372	0.008018378	0.019664372	SSA4	SSA4	YER103W	response to stress* || unfolded protein binding || YER103W || 1084435	-7.84	1.00E-05	0.63	down	up	NA	0	6.17E-09	2.13	0.68	0.991	NA	up	no	ESR_up
YBL043W	2716	0.08973261	0.184856894	-0.027630563	0.016283829	3.483338944	0.258674474	0.053418067	0.065213078	0.023622511	0.065213078	ECM13	ECM13	YBL043W	cell wall organization and biogenesis || molecular function unknown || YBL043W || 1082501	-7.84	1.00E-05	0.24	down	NA	NA	0.00338	0.00229	1.28	1.11	1	NA	NA	no	Insensitive_down
YDL223C	271	5.40E-07	1.12E-05	0.053526781	0.010680825	5.812003625	0.236654118	0.003310868	0.04772732	0.007903935	0.04772732	HBT1	HBT1	YDL223C	cellular morphogenesis during conjugation with cellular fusion || molecular function unknown || YDL223C || 1084326	-7.81	1.00E-05	0.58	down	NA	NA	0	6.77E-08	1.99	0.71	0.995	NA	up	no	ESR_up
YKL026C	728	0.000244671	0.001878494	0.055416305	0.015108972	3.570192906	0.290976486	0.033213297	0.068917207	0.022115895	0.068917207	GPX1	GPX1	YKL026C	response to oxidative stress || glutathione peroxidase activity || YKL026C || 1081772	-7.8	1.00E-05	0.62	down	up	NA	0	1.02E-08	1.86	0.68	0.991	NA	up	no	ccore_ESR_up
YNL009W	3151	0.159694979	0.28357005	0.015575433	0.01107706	3.542818359	0.099923457	0.032318071	-0.006734235	0.022577161	0.022577161	IDP3	IDP3	YNL009W	fatty acid beta-oxidation* || isocitrate dehydrogenase (NADP+) activity || YNL009W || 1085181	-7.8	1.00E-05	0.54	down	up	NA	0	3.16E-07	1.87	0.71	0.996	NA	NA	no	ccore_ESR_up
YKL026C	728	0.000244671	0.001878494	0.055416305	0.015108972	3.570192906	0.290976486	0.033213297	0.068917207	0.022115895	0.068917207	GPX1	GPX1	YKL026C	response to oxidative stress || glutathione peroxidase activity || YKL026C || 1081772	-7.8	1.00E-05	0.62	down	up	NA	0	1.02E-08	1.86	0.68	0.991	NA	up	no	ESR_up
YNL009W	3151	0.159694979	0.28357005	0.015575433	0.01107706	3.542818359	0.099923457	0.032318071	-0.006734235	0.022577161	0.022577161	IDP3	IDP3	YNL009W	fatty acid beta-oxidation* || isocitrate dehydrogenase (NADP+) activity || YNL009W || 1085181	-7.8	1.00E-05	0.54	down	up	NA	0	3.16E-07	1.87	0.71	0.996	NA	NA	no	ESR_up
YKL093W	369	4.35E-06	6.60E-05	0.057738083	0.012568176	3.3189946	0.340741909	0.043826211	0.00471626	0.026842987	0.026842987	MBR1	MBR1	YKL093W	aerobic respiration || molecular function unknown || YKL093W || 1084573	-7.76	1.00E-05	0.31	down	up	NA	0.00056	0.000439	1.32	0.99	1	NA	up	no	ccore_ESR_up
YKL093W	369	4.35E-06	6.60E-05	0.057738083	0.012568176	3.3189946	0.340741909	0.043826211	0.00471626	0.026842987	0.026842987	MBR1	MBR1	YKL093W	aerobic respiration || molecular function unknown || YKL093W || 1084573	-7.76	1.00E-05	0.31	down	up	NA	0.00056	0.000439	1.32	0.99	1	NA	up	no	ESR_up
YDL204W	221	1.07E-07	2.72E-06	0.08395234	0.015799535	4.686776347	0.556894318	0.01266601	0.099013697	0.010719179	0.099013697	RTN2	RTN2	YDL204W	biological process unknown || molecular function unknown || YDL204W || 1082119	-7.67	2.00E-05	0.57	down	up	NA	0	8.48E-08	1.7	0.72	0.996	NA	up	no	ccore_ESR_up
YDL204W	221	1.07E-07	2.72E-06	0.08395234	0.015799535	4.686776347	0.556894318	0.01266601	0.099013697	0.010719179	0.099013697	RTN2	RTN2	YDL204W	biological process unknown || molecular function unknown || YDL204W || 1082119	-7.67	2.00E-05	0.57	down	up	NA	0	8.48E-08	1.7	0.72	0.996	NA	up	no	ESR_up
YDL110C	262	4.13E-07	8.83E-06	0.041376082	0.008172678	5.042974703	0.244072031	0.006774899	0.023107425	0.009100939	0.023107425	TMA17	YDL110C	YDL110C	biological process unknown || molecular function unknown || YDL110C || 1084277	-7.64	2.00E-05	0.71	down	up	NA	0	1.02E-10	2.01	0.65	0.984	NA	NA	no	ccore_ESR_up
YGR008C	1112	0.00224168	0.011282988	0.048828497	0.01597691	4.906145198	0.351759895	0.008874746	0.105326595	0.009610255	0.105326595	STF2	STF2	YGR008C	ATP synthesis coupled proton transport* || molecular function unknown || YGR008C || 1082502	-7.64	2.00E-05	0.61	down	up	NA	0	1.56E-08	1.96	0.67	0.989	NA	up	no	ccore_ESR_up
YDL110C	262	4.13E-07	8.83E-06	0.041376082	0.008172678	5.042974703	0.244072031	0.006774899	0.023107425	0.009100939	0.023107425	TMA17	YDL110C	YDL110C	biological process unknown || molecular function unknown || YDL110C || 1084277	-7.64	2.00E-05	0.71	down	up	NA	0	1.02E-10	2.01	0.65	0.984	NA	NA	no	ESR_up
YGR008C	1112	0.00224168	0.011282988	0.048828497	0.01597691	4.906145198	0.351759895	0.008874746	0.105326595	0.009610255	0.105326595	STF2	STF2	YGR008C	ATP synthesis coupled proton transport* || molecular function unknown || YGR008C || 1082502	-7.64	2.00E-05	0.61	down	up	NA	0	1.56E-08	1.96	0.67	0.989	NA	up	no	ESR_up
YKL151C	644	0.000118953	0.001033824	0.031995286	0.008314193	5.189385644	0.161248061	0.006187656	0.024738495	0.008693325	0.024738495	YKL151C	YKL151C	YKL151C	biological process unknown || molecular function unknown || YKL151C || 1085993	-7.62	2.00E-05	0.79	down	up	NA	0	3.72E-13	2.11	0.61	0.964	NA	up	no	ccore_ESR_up
YKL151C	644	0.000118953	0.001033824	0.031995286	0.008314193	5.189385644	0.161248061	0.006187656	0.024738495	0.008693325	0.024738495	YKL151C	YKL151C	YKL151C	biological process unknown || molecular function unknown || YKL151C || 1085993	-7.62	2.00E-05	0.79	down	up	NA	0	3.72E-13	2.11	0.61	0.964	NA	up	no	ESR_up
YPL281C	65	2.04E-13	1.76E-11	0.127706932	0.017384645	3.716469984	0.693404198	0.017664199	0.117548433	0.019848379	0.117548433	ERR2	ERR2	YPL281C	biological process unknown || phosphopyruvate hydratase activity || YPL281C || 1081042	-7.6	2.00E-05	0.68	down	NA	NA	0	7.79E-10	1.95	0.61	0.967	NA	up	TEL	TELO
YMR250W	397	7.54E-06	0.00010635	0.069291782	0.0154747	5.710525192	0.422346271	0.004237781	0.102896907	0.007963537	0.102896907	GAD1	GAD1	YMR250W	response to oxidative stress* || glutamate decarboxylase activity || YMR250W || 1083281	-7.59	2.00E-05	0.46	down	up	NA	0	5.69E-06	2.32	0.81	0.999	NA	up	no	ccore_ESR_up
YMR250W	397	7.54E-06	0.00010635	0.069291782	0.0154747	5.710525192	0.422346271	0.004237781	0.102896907	0.007963537	0.102896907	GAD1	GAD1	YMR250W	response to oxidative stress* || glutamate decarboxylase activity || YMR250W || 1083281	-7.59	2.00E-05	0.46	down	up	NA	0	5.69E-06	2.32	0.81	0.999	NA	up	no	ESR_up
YNR034W-A	222	1.16E-07	2.93E-06	0.100082981	0.018887368	2.613196185	0.585367852	0.111425489	0.031678378	0.048172898	0.048172898	YNR034W-A	YNR034W-A	YNR034W-A	biological process unknown || molecular function unknown || YNR034W-A || 1080687	-7.58	2.00E-05	0.43	down	NA	NA	2.00E-05	1.29E-05	1.77	0.75	0.998	NA	up	no	ESR_up
YLL039C	127	1.33E-09	5.84E-08	0.041152482	0.00678601	7.611761506	0.251140627	0.000534702	0.020067545	0.009033254	0.020067545	UBI4	UBI4	YLL039C	response to stress* || protein tag* || YLL039C || 1083026	-7.53	2.00E-05	0.73	down	up	NA	0	2.87E-11	2.39	0.6	0.956	NA	up	no	ccore_ESR_up
YLL039C	127	1.33E-09	5.84E-08	0.041152482	0.00678601	7.611761506	0.251140627	0.000534702	0.020067545	0.009033254	0.020067545	UBI4	UBI4	YLL039C	response to stress* || protein tag* || YLL039C || 1083026	-7.53	2.00E-05	0.73	down	up	NA	0	2.87E-11	2.39	0.6	0.956	NA	up	no	ESR_up
YIL024C	2721	0.090313331	0.185703054	0.016794134	0.009915372	3.858122108	0.087578211	0.026044829	0.012447802	0.017940081	0.017940081	YIL024C	YIL024C	YIL024C	biological process unknown || molecular function unknown || YIL024C || 1080971	-7.52	2.00E-05	0.68	down	NA	NA	0	7.02E-10	1.62	0.66	0.988	NA	NA	no	ESR_up
YEL077C	2807	0.10246373	0.20430691	0.016151582	0.009890591	5.774622265	0.071399415	0.005251377	0.038513942	0.007924198	0.038513942	YEL077C	YEL077C	YEL077C	biological process unknown || helicase activity || YEL077C || 1082656	-7.52	2.00E-05	0.57	down	NA	NA	0	8.59E-08	1.86	0.64	0.98	NA	NA	TEL	TELO
YDR018C	309	1.59E-06	2.88E-05	0.074538538	0.015529564	2.929641202	0.393333892	0.069437169	0.038458531	0.036837728	0.038458531	YDR018C	YDR018C	YDR018C	phospholipid biosynthesis || acyltransferase activity || YDR018C || 1082903	-7.49	2.00E-05	0.62	down	NA	NA	0	1.48E-08	1.24	0.71	0.995	NA	up	no	ESR_up
YLR194C	44	6.77E-16	8.61E-14	0.082100514	0.010167752	6.405875816	0.500797862	0.00215198	0.044100553	0.008047075	0.044100553	YLR194C	YLR194C	YLR194C	biological process unknown || molecular function unknown || YLR194C || 1086758	-7.48	2.00E-05	0.24	down	NA	NA	0.00317	0.00215	1.81	1.01	1	NA	up	no	ESR_up
YBL078C	505	2.70E-05	0.000298997	0.042571323	0.01014186	3.894657554	0.306729747	0.021849247	0.024168022	0.01748936	0.024168022	ATG8	ATG8	YBL078C	protein-vacuolar targeting* || microtubule binding || YBL078C || 1085946	-7.39	2.00E-05	0.57	down	up	NA	0	1.23E-07	2.38	0.69	0.993	NA	up	no	ccore_ESR_up
YBL078C	505	2.70E-05	0.000298997	0.042571323	0.01014186	3.894657554	0.306729747	0.021849247	0.024168022	0.01748936	0.024168022	ATG8	ATG8	YBL078C	protein-vacuolar targeting* || microtubule binding || YBL078C || 1085946	-7.39	2.00E-05	0.57	down	up	NA	0	1.23E-07	2.38	0.69	0.993	NA	up	no	ESR_up
YFR017C	95	4.15E-11	2.45E-09	0.093361935	0.01414907	4.164350128	0.515769505	0.020394071	0.069171563	0.014621303	0.069171563	YFR017C	YFR017C	YFR017C	biological process unknown || molecular function unknown || YFR017C || 1084693	-7.35	2.00E-05	0.4	down	NA	NA	6.00E-05	3.58E-05	1.09	0.86	1	NA	up	no	ESR_up
YDR178W	677	0.000159196	0.001314203	0.025363651	0.006716593	6.056581684	0.071754706	0.002361201	0.017821704	0.007903512	0.017821704	SDH4	SDH4	YDR178W	tricarboxylic acid cycle* || succinate dehydrogenase (ubiquinone) activity || YDR178W || 1082220	-7.34	2.00E-05	0.33	down	NA	NA	0.00036	0.000252	0.47	0.89	1	NA	up	no	ESR_up
YML100W	602	7.64E-05	0.000711115	0.079984773	0.020221597	7.568842544	0.730924842	0.000726029	0.182217277	0.009003738	0.182217277	TSL1	TSL1	YML100W	response to stress* || enzyme regulator activity* || YML100W || 1082559	-7.33	2.00E-05	0.49	down	up	NA	0	2.23E-06	1.96	0.73	0.997	NA	up	no	ccore_ESR_up
YML100W	602	7.64E-05	0.000711115	0.079984773	0.020221597	7.568842544	0.730924842	0.000726029	0.182217277	0.009003738	0.182217277	TSL1	TSL1	YML100W	response to stress* || enzyme regulator activity* || YML100W || 1082559	-7.33	2.00E-05	0.49	down	up	NA	0	2.23E-06	1.96	0.73	0.997	NA	up	no	ESR_up
YOR120W	707	0.00021245	0.001681874	0.044629506	0.012049873	5.031355575	0.216395519	0.007454499	0.057506187	0.009138689	0.057506187	GCY1	GCY1	YOR120W	response to salt stress* || aldo-keto reductase activity || YOR120W || 1081721	-7.32	2.00E-05	0.58	down	NA	NA	0	6.69E-08	1.73	0.69	0.994	NA	up	no	ESR_up
YOR393W	64	2.04E-13	1.76E-11	0.127706984	0.017384632	3.71647081	0.693404356	0.017664212	0.117548219	0.019848367	0.117548219	ERR1	ERR1	YOR393W	biological process unknown || phosphopyruvate hydratase activity || YOR393W || 1086689	-7.29	2.00E-05	0.64	down	NA	NA	0	4.05E-09	1.92	0.6	0.958	NA	up	TEL	TELO
YBR026C	2713	0.089181362	0.183983813	0.009489992	0.005583229	6.230935885	0.022435389	0.002087759	0.011858459	0.007946574	0.011858459	ETR1	ETR1	YBR026C	aerobic respiration* || enoyl-[acyl-carrier protein] reductase activity || YBR026C || 1085485	-7.27	2.00E-05	0.65	down	up	NA	0	3.56E-09	1.9	0.61	0.966	NA	NA	no	ccore_ESR_up
YBR026C	2713	0.089181362	0.183983813	0.009489992	0.005583229	6.230935885	0.022435389	0.002087759	0.011858459	0.007946574	0.011858459	ETR1	ETR1	YBR026C	aerobic respiration* || enoyl-[acyl-carrier protein] reductase activity || YBR026C || 1085485	-7.27	2.00E-05	0.65	down	up	NA	0	3.56E-09	1.9	0.61	0.966	NA	NA	no	ESR_up
YDR343C	166	1.47E-08	4.94E-07	0.089988641	0.015883501	5.254419381	0.437386633	0.043997098	0.068872793	0.008544537	0.068872793	HXT6	HXT6	YDR343C	hexose transport || glucose transporter activity* || YDR343C || 1082540	-7.22	3.00E-05	0.16	down	NA	NA	0.0223	0.015	-1.42	1.26	1	NA	up	no	ESR_up
YBL064C	196	5.23E-08	1.49E-06	0.037832394	0.006950089	5.819475253	0.132830475	0.003212555	0.01839802	0.007900768	0.01839802	PRX1	PRX1	YBL064C	regulation of cell redox homeostasis || thioredoxin peroxidase activity || YBL064C || 1082395	-7.19	3.00E-05	0.69	down	up	NA	0	3.72E-10	1.49	0.62	0.974	NA	up	no	ccore_ESR_up
YBR046C	345	3.11E-06	5.05E-05	0.076063206	0.016311268	4.66671298	0.439396251	0.011675748	0.107355533	0.010837194	0.107355533	ZTA1	ZTA1	YBR046C	biological process unknown || molecular function unknown || YBR046C || 1084664	-7.19	3.00E-05	0.38	down	NA	NA	1.00E-04	5.72E-05	1.35	0.75	0.998	NA	up	no	ESR_up
YBL064C	196	5.23E-08	1.49E-06	0.037832394	0.006950089	5.819475253	0.132830475	0.003212555	0.01839802	0.007900768	0.01839802	PRX1	PRX1	YBL064C	regulation of cell redox homeostasis || thioredoxin peroxidase activity || YBL064C || 1082395	-7.19	3.00E-05	0.69	down	up	NA	0	3.72E-10	1.49	0.62	0.974	NA	up	no	ESR_up
